UID,Text,video_doorbell,gate,lock,intercom,lights,dog,police,security_camera_system,none,warning_sign,guard_ID_resident,security_screen_door
10171387,"You must drive through a dirt road to reach the home that?€?s in a wooded area.  Once you get down the road, there is a no trespassing sign posted before driving through to reach the home.  I stopped at the No Tresspassing sign.",,,,,,,,,,1,,
10171581,There is a ring doorbell and also motion sensor lights over garage,1,,,,1,,,,,,,
10172067,Need Key to get into the apartment building.,,,1,,,,,,,,,
10173617,You need to know a code to buzz the intercom for this townhouse.,,,,1,,,,,,,,
10174483,The door to s ajar although there are security cameras in the foyer,,,,,,,,1,,,,
10174740,Apartment complex; Century Stone Hill North; building 29; second floor apartment 2921,,,,,,,,,,,,
10175204,"Flood lights, lamp post.",,,,,1,,,,,,,
10175420,Bars on lower windows of brownstone,,,,,,,,,,,,
10177932,Security screen door,,,,,,,,,,,,1
10178087,Heavy metal screen door in front entrance,,,,,,,,,,,,1
10178786,Construction materials covered with blue tarp on driveway,,,,,,,,,,,,
10179853,Has Ring Doorbell and sticker on for window that indicates Video Monitoring.,1,,,,,,,,,1,,
10179905,Light mounted above garage,,,,,1,,,,,,,
10180200,This is a assisted living facility. There is a front desks unable to access apartment without the front desk consent,,,,,,,,,,,1,
10181140,Locked black fence no access,,1,1,,,,,,,,,
10181344,Light on at front door during daytime.,,,,,1,,,,,,,
10181656,Sign on persons front door stating 24 hour video camera with picture of a security camera. Did not see actual camera,,,,,,,,,,1,,
10181849,No open gate present; drive in turn left towards the back; next to the play ground; Trash was set outside of front door;park anywhere; in building 12 1211-1228; Apt 1227 is upstairs; waited 10 minutes went back material still on the door,,1,,,,,,,,,,
10182143,"Locked door, office on site, no loitering, resident parking only - others towed",,,1,,,,,,,1,,
10182648,Private road- no trespassing,,,,,,,,,,1,,
10183340,Had a nest video camera,1,,,,,,,1,,,,
10183704,Secure parking garage at building,,,,,,,,,,,,
10183890,Gate  to left of house has neighborhood watch,,1,,,,,,,,,,
10184967,Dog was very friendly - not a guard dog.,,,,,,1,,,,,,
10185216,Security screen door,,,,,,,,,,,,1
10185432,Lights along drivway,,,,,1,,,,,,,
10186015,Ring doorbell,1,,,,,,,,,,,
10186736,Independent senior living apt bldg,,,,,,,,,,,,
10186770,Door bell needed to gain entry into the bldg. 2nd fl left apt.,1,,,,,,,,,,,
10186974,Does have a ring doorbell.,1,,,,,,,,,,,
10187472,Gate was unlocked.,,1,,,,,,,,,,
10187751,Street signs in this area to remind folks of surveillance and video,,,,,,,,,,1,,
10187881,I spoke with the custodian once I got inside and he said I would have to call back in the morning to talk to the general manager the general manager will have to speak to apartment 206 to see if they want to do it and then we will go from there,,,,,,,,,,,1,
10188000,Dog is elderly and in a diaper so visibly not threatening but the barking could act as a deterrent,,,,,,1,,,,,,
10188185,This house has fair sale sign on the front yard,,,,,,,,,,,,
10189230,"Signs of surveillance, towing unauthorized vehicles",,,,,,,,1,,1,,
10189809,Must pass through a gate. There isn?€?t a guard.,,1,,,,,,,,,,
10189962,bright light on at front door this evening,,,,,1,,,,,,,
10190074,Had to pass thru gate w guard. I gave him the address and my name and he allowed me to drive thru.,,1,,,,,,,,,1,
10190803,White car present; tan or White House; walk up steps: curtains were closed; neighbors where out walking their dogs,,,,,,,,,,,,
10190858,Gated apartment community,,1,,,,,,,,,,
10191011,Tan broken down Chrysler outside not sure whom it belongs to; package on the front porch the name (P ) was on it; neighbor I saw looking out I knocked and ask if she knew her neighbor ( she replies) ?€?she doesn?€?t know them like that?€?; mail was in mailbox on the wall sticking out; the duplex is listed as # 1 not Apt A,,,,,,,,,,,,
10191312,None - apt is for rent,,,,,,,,,,,,
10191862,Must have key to enter each apt building,,,1,,,,,,,,,
10192047,House is in disrepair.,,,,,,,,,,,,
10192490,Exterior flood lights,,,,,1,,,,,,,
10192779,Shot gun by the front door,,,,,,,,,,,,
10193006,Apt bldg. most doors open to the street,,,,,,,,,,,,
10193590,Locked front entrance that requires a key for access,,,1,,,,,,,,,
10193686,"No security measures observed, garage very cluttered and flower beds overgrown. Heard a central heat and air unit running. No vehicles on premise.",,,,,,,,,1,,,
10193857,Heavy thick wrought iron bars on windows and doors,,,,,,,,,,,,
10193891,No signs of extra security,,,,,,,,,1,,,
10193954,Dogs out when visited were puppies in a pen. No sign of adult dogs.,,,,,,1,,,,,,
10194980,Protected by ADT sign by front door,,,,,,,,,,1,,
10195110,The front door was unlocked. You could enter the apt.s.,,,,,,,,,1,,,
10195886,"Peephole in front door, neighborhood watch sign on nearby street",,,,,,,,,,1,,1
10196050,This DU is an apartment building. ,,,,,,,,,,,,
10196191,Need identification badge to get to apartment,,,,,,,,,,,1,
10196243,Metal Security front door,,,,,,,,,,,,1
10196748,Locked building no intercom or buzzer,,,1,,,,,,,,,
10196931,Video directory,1,,,,,,,,,,,
10197406,No security measures seen,,,,,,,,,1,,,
10197815,Need code to get through gate. The name of the complex is Park2300,,1,,,,,,,,,,
10197859,Neighborhood watch signs on street as you drive in,,,,,,,,,,1,,
10197901,Keypad lock on front door,,,1,,,,,,,,,
10198379,Single unit house; plants on porch; no solicitation sign on door; ASG Security sign in yard; area of East Slaughter lane,,,,,,,,,,1,,
10198982,low income trailer park,,,,,,,,,,,,
10199220,Locked lobby access,,,1,,,,,,,,,
10200878,Security lights at walkway to front door from drive way,,,,,1,,,,,,,
10200975,Could not gain access unless you are let in by resident,,,,,,,,,,,1,
10201019,Must pass through a fence but it was unlocked.,,1,,,,,,,,,,
10201633,Security screen door,,,,,,,,,,,,1
10202432,The dwelling is rehabbing and the home is vacant,,,,,,,,,,,,
10203286,Ped needed to unlock door to stairwell,,,1,,,,,,,,,
10203543,None notes,,,,,,,,,,,,
10204825,"Gate surrounds yard, including all access to house.",,1,,,,,,,,,,
10205088,Outdoor lighting by street in front of home,,,,,1,,,,,,,
10205453,Must pass through a gate but it was unlocked.,,1,,,,,,,,,,
10206188,Police department is next door,,,,,,,1,,,,,
10206263,"Alarm at the entrance of front door, on the threshold.",,,,,,,,1,,,,
10206285,House sits on hill. Must enter fence. Then there?€?s a chained and padlocked gate across the driveway that blocks access up the hill to the house.,,1,1,,,,,,,,,
10207255,Name and Apartment number are listed on the bell. GW is the last bell at the bottom.,,,,,,,,,,,,
10207266,Appearances not well kept:,,,,,,,,,,,,
10207330,"House right across from Blacks Barbecue; trash everywhere, yard not maintained; not home; but Green lights where on",,,,,1,,,,,,,
10207750,Camera is a video doorbell,1,,,,,,,,,,,
10207965,This DU is in an apartment complex. Visitor parking not mark,,,,,,,,,,,,
10209563,Ring doorbell,1,,,,,,,,,,,
10209648,Security screen door,,,,,,,,,,,,1
10209972,Motion sensor lights by garage,,,,,1,,,,,,,
10210255,"House is under construction the whole house is being renovated it is empty, contractor said once all is done apartments will be rented",,,,,,,,,,,,
10210404,Security system No one home,,,,,,,,1,,,,
10211708,"Controlled access, manned gate and guard. Guard must contact resident to get permission to allow entry!",,1,,,,,,,,,1,
10212295,Video recording doorbell,1,,,,,,,,,,,
10213210,gate is broken,,,,,,,,,1,,,
10214019,Flood lights,,,,,1,,,,,,,
10214202,"Lockbox on the doorknob, as Chase International sign shows it is for sale.",,,1,,,,,,,,,
10214592,N/s,,,,,,,,,1,,,
10215551,Gate was unlocked .,,1,,,,,,,,,,
10215595,It is a private community but there is no gate or guard house,,,,,,,,,1,,,
10217610,Must be buzzed in by intercom,,,,1,,,,,,,,
10217643,Gated with keypad/intercom system,,1,,1,,,,,,,,
10217698,Has RING doorbell with camera,1,,,,,,,,,,,
10217825,Locked screen door to closed front porch,,,1,,,,,,,,,1
10219133,Impacted windows,,,,,,,,,,,,
10219155,Pickup and car in driveway. Nothing in yard to indicate small children live here.,,,,,,,,,,,,
10220182,Need to be buzzed in to gain access.,,,,1,,,,,,,,
10220256,Surveillance camera is a video doorbell,1,,,,,,,,,,,
10220751,Must be buzzed in by intercom,,,,1,,,,,,,,
10220977,"Management said I can enter the property through the leasing office, on foot",,,,,,,,,,,,
10221709,Flood lights and many street lamps throughout the parking lot.,,,,,1,,,,,,,
10222791,Gate is broken,,,,,,,,,1,,,
10223363,Phone intercom system used to gain entry,,,,1,,,,,,,,
10223482,The unit is empty. No one lives there.,,,,,,,,,,,,
10224344,College dormitory,,,,,,,,,,,,
10225897,Security system; no driveway; house green with white trimming; material left on chip,,,,,,,,1,,,,
10226663,No security visible,,,,,,,,,1,,,
10226771,Dogs are inside.,,,,,,1,,,,,,
10226997,Du wasn?€?t home neighbor at 19121 said they wasn?€?t there; newly developed area,,,,,,,,,,,,
10228186,This is a senior living center.,,,,,,,,,,,,
10228238,Asher Apartment; building 16; third floor,,,,,,,,,,,,
10228476,Has a gate but it?€?s broken,,,,,,,,,1,,,
10229383,Gated community unable to gain access,,1,,,,,,,,,,
10229952,Outside door lights.,,,,,1,,,,,,,
10230257,I heard not saw what sounded like a large dog.,,,,,,1,,,,,,
10230558,Home has video doorbell,1,,,,,,,,,,,
10230600,Halloween reef hanging on the Orange door. Young lady answered early 25 said she was Not interested in the survey; she did listen to my introduction,,,,,,,,,,,,
10231625,Video doorbell ring,1,,,,,,,,,,,
10231744,Ring doorbell,1,,,,,,,,,,,
10232167,Front porch is broken. I left a sorry I missed you card on steps.,,,,,,,,,,,,
10232402,Ring doorbell,1,,,,,,,,,,,
10234077,Apt # and name Kovalsky on bell on outside door. Security bldg ring DU bell and they speak on intercom and buzz you in to gain entry into the bldg.,1,,,1,,,,,,,,
10234527,Enter security code at gate,,1,,,,,,,,,,
10235326,This is an assisted living residence. Unit 1408 is occupied by a resident.,,,,,,,,,,,,
10235467,Has ring doorbell camera,1,,,,,,,,,,,
10236255,Heard Dogs Barking while at front door.,,,,,,1,,,,,,
10238132,Controlled access. Building locked. Need passcode,,,1,,,,,,,,,
10238574,Security screen door,,,,,,,,,,,,1
10238819,Gated community. The different groups of buildings are separated by different gates.,,1,,,,,,,,,,
10238927,Unable to gain access. Front door to complex is locked,,,1,,,,,,,,,
10238938,"House under construction, no one here but sign at window says ?€?Lojas construction?€? cell # 973-757-3958",,,,,,,,,,,,
10239113,Hey so how are you,,,,,,,,,,,,
10239180,Security gate was open,,1,,,,,,,,,,
20000541,"It?€?s gated but no need to drive in , apartment is on the left of the building next to rental building, 1st floor. No N5 only starting number only. 1-200 something.",,1,,,,,,,,,,
20000552,There is a punch code box system at the gate. Gate was open when I arrived.,,1,,,,,,,,,,
20000585,The basemen home has a iron door with a password type of key to get in and there is no door bell. On the upper level the main door is a giant wool door with a door bell that doesn?€?t seems to work.,1,,1,,,,,,,,,
20000853,No present doorbells,,,,,,,,,,,,
20000864,Mobile home ask at chain-link fence and gate gets closed on the driveway there?€?s 123 cars in the driveway in old pick up truck and a motorcycle screen door is open on the on the house front doors closed mailbox is open no mail in it from the road here it?€?s got a confederate flag hanging in the window,,1,,,,,,,,,,1
20001038,"Parking pad in back, no cars. Toys on porch apt 2. Not sure if it?€?s all family living in the building. No name identified",,,,,,,,,,,,
20001243,Secured parking and entrance,,,,,,,,,,,,
20001953,Cannot see individual unit so observation is based upon complex as a whole.,,,,,,,,,,,,
20002105,Nest doorbell that HH uses to screen at the door.,1,,,,,,,,,,,1
20002473,Security door,,,,,,,,,,,,1
20002514,Military base,,,,,,,,,,,,
20002707,Camera on front porch toward E Walnut St.,,,,,,,,1,,,,
20003012,Motion lights on garage .,,,,,1,,,,,,,
20004855,"No trespassing, no soliciting and keep out signs posted on the open gate.",,1,,,,,,,,1,,
20004952,Security sign located at the entrance on the left side this sign and it applies to the entire housing complex which is a one way in and one way out subdivision.,,,,,,,,,,1,,
20006312,Its a Nursing Home.,,,,,,,,,,,,
20006486,Private property sign with property manager contact information,,,,,,,,,,1,,
20006709,Camera on doorbell,1,,,,,,,,,,,
20007564,Only a mailbox was visible....gate to enter dwelling was locked,,1,1,,,,,,,,,
20007586,Security door at front.,,,,,,,,,,,,1
20007779,Gated apartment complex,,1,,,,,,,,,,
20008794,2nd floor unit,,,,,,,,,,,,
20009560,"Damaged siding, and roof",,,,,,,,,,,,
20010478,Key card needed for entrance,,,1,,,,,,,,,
20010586,None noticed other than bushes at windows.,,,,,,,,,,,,
20011062,Community to enter pass thru am covered bridge with signs for no soliciting. Not all routes access this Du. Had to get help from community resident.,,,,,,,,,,1,,
20011136,Long driveway,,,,,,,,,,,,
20011329,Key card needed for entrance,,,1,,,,,,,,,
20011482,Dog barking inside DU.,,,,,,1,,,,,,
20011631,Extremely steep driveway with tight turn around in back,,,,,,,,,,,,
20011857,"Locked gate ,no access.",,1,1,,,,,,,,,
20012560,Keypad entry to buildings,,,1,,,,,,,,,
20013284,Pretty dark. But none other that I can see,,,,,,,,,,,,
20013712,Sign in the apartment community parking lot stating neighborhood watch,,,,,,,,,,1,,
20013820,"To dark to tell, no yard lights on",,,,,,,,,,,,
20014298,Dog barking inside the house,,,,,,1,,,,,,
20015161,Motion lights and camera above garage door.  There is a gate that goes across detached garage to house.  The front door is behind the gate.,,1,,,1,,,1,,,,
20015514,Unable to gain access to dwelling unit. Gate at entryway.  There is a call box at gate.,,1,,1,,,,,,,,
20015826,Key card needed for entrance,,,1,,,,,,,,,
20016153,Locked apartment building.,,,1,,,,,,,,,
20016227,This is a retirement home.,,,,,,,,,,,,
20017532,Video doorbell,1,,,,,,,,,,,
20017725,"None - housing authority, no gated entrance",,,,,,,,,1,,,
20017781,Appears vacant,,,,,,,,,,,,
20018182,Video doorbell,1,,,,,,,,,,,
